name,date,Green,Red,NIR,SWIR,NDVI,EVI2,SAVI,OSAVI,GNDVI,CIgreen,MSI,NDWI_SWIR,NDWI_Green,RVI,,LMI,NDVI,EVI2,SAVI,OSAVI,GNDVI,CIgreen,MSI,NDWI_SWIR,NDWI_Green,RVI,
10.000000 ,43675.000000 ,0.201654 ,0.206095 ,0.434847 ,0.208498 ,0.356899 ,0.296391 ,0.300741 ,0.285603 ,0.366367 ,1.156399 ,0.479473 ,0.351832 ,(0.366367),2.109932 ,,(0.123668),,,,,,,,,,,
10.000000 ,43676.000000 ,0.196832 ,0.204900 ,0.429045 ,0.217988 ,0.353571 ,0.291733 ,0.296502 ,0.282318 ,0.371020 ,1.179750 ,0.508078 ,0.326191 ,(0.371020),2.093923 ,,(0.116066),,,,,,,,,,,
10.000000 ,43677.000000 ,0.260222 ,0.274670 ,0.474750 ,0.232606 ,0.266979 ,0.234400 ,0.240207 ,0.220008 ,0.291886 ,0.824405 ,0.489954 ,0.342323 ,(0.291886),1.728436 ,,(0.140472),,,,,,,,,,,
10.000000 ,43678.000000 ,0.268887 ,0.284756 ,0.477040 ,0.231699 ,0.252409 ,0.222505 ,0.228584 ,0.208597 ,0.279053 ,0.774128 ,0.485701 ,0.346166 ,(0.279053),1.675260 ,,(0.145386),,,,,,,,,,,
10.000000 ,43679.000000 ,0.253653 ,0.266129 ,0.475736 ,0.231120 ,0.282540 ,0.247827 ,0.253175 ,0.232414 ,0.304478 ,0.875540 ,0.485817 ,0.346061 ,(0.304478),1.787611 ,,(0.138416),,,,,,,,,,,
10.000000 ,43680.000000 ,0.236987 ,0.250196 ,0.467882 ,0.229258 ,0.303151 ,0.263115 ,0.268069 ,0.247912 ,0.327571 ,0.974290 ,0.489990 ,0.342291 ,(0.327571),1.870062 ,,(0.134947),,,,,,,,,,,
10.000000 ,43681.000000 ,0.230064 ,0.247889 ,0.455629 ,0.234675 ,0.295288 ,0.253273 ,0.258917 ,0.240575 ,0.328959 ,0.980446 ,0.515056 ,0.320083 ,(0.328959),1.838039 ,,(0.130353),,,,,,,,,,,
10.000000 ,43682.000000 ,0.218219 ,0.237094 ,0.447867 ,0.231915 ,0.307716 ,0.261260 ,0.266810 ,0.249447 ,0.344771 ,1.052370 ,0.517820 ,0.317679 ,(0.344771),1.888986 ,,(0.129222),,,,,,,,,,,
10.000000 ,43683.000000 ,0.212781 ,0.230573 ,0.445299 ,0.227795 ,0.317702 ,0.268586 ,0.273915 ,0.256889 ,0.353327 ,1.092753 ,0.511555 ,0.323141 ,(0.353327),1.931272 ,,(0.129642),,,,,,,,,,,
10.000000 ,43684.000000 ,0.200785 ,0.214408 ,0.441242 ,0.225012 ,0.345968 ,0.289947 ,0.294424 ,0.278102 ,0.374528 ,1.197586 ,0.509951 ,0.324547 ,(0.374528),2.057954 ,,(0.122395),,,,,,,,,,,
10.000000 ,43685.000000 ,0.188921 ,0.202561 ,0.432152 ,0.221394 ,0.361725 ,0.299213 ,0.303502 ,0.288899 ,0.391630 ,1.287475 ,0.512306 ,0.322484 ,(0.391630),2.133446 ,,(0.119841),,,,,,,,,,,
10.000000 ,43686.000000 ,0.188469 ,0.210511 ,0.432406 ,0.238475 ,0.345138 ,0.286297 ,0.291222 ,0.276361 ,0.392892 ,1.294307 ,0.551507 ,0.289070 ,(0.392892),2.054078 ,,(0.115747),,,,,,,,,,,
10.000000 ,43687.000000 ,0.186912 ,0.205928 ,0.425366 ,0.236819 ,0.347601 ,0.285788 ,0.290957 ,0.277316 ,0.389453 ,1.275750 ,0.556743 ,0.284734 ,(0.389453),2.065608 ,,(0.110093),,,,,,,,,,,
10.000000 ,43688.000000 ,0.179720 ,0.195058 ,0.420371 ,0.233143 ,0.366106 ,0.298267 ,0.302994 ,0.290565 ,0.401024 ,1.339034 ,0.554612 ,0.286495 ,(0.401024),2.155102 ,,(0.104504),,,,,,,,,,,
10.000000 ,43689.000000 ,0.170822 ,0.183471 ,0.417510 ,0.229558 ,0.389428 ,0.314934 ,0.318860 ,0.307549 ,0.419300 ,1.444119 ,0.549828 ,0.290466 ,(0.419300),2.275618 ,,(0.100309),,,,,,,,,,,
10.000000 ,43690.000000 ,0.167191 ,0.180832 ,0.419211 ,0.232074 ,0.397270 ,0.321576 ,0.325049 ,0.313639 ,0.429774 ,1.507382 ,0.553599 ,0.287334 ,(0.429774),2.318234 ,,(0.099083),,,,,,,,,,,
10.000000 ,43691.000000 ,0.168194 ,0.188531 ,0.415424 ,0.250483 ,0.375679 ,0.303674 ,0.308291 ,0.296998 ,0.423617 ,1.469914 ,0.602958 ,0.247694 ,(0.423617),2.203480 ,,(0.091393),,,,,,,,,,,
10.000000 ,43692.000000 ,0.213451 ,0.228673 ,0.434127 ,0.242011 ,0.309979 ,0.259027 ,0.265034 ,0.249701 ,0.340771 ,1.033849 ,0.557467 ,0.284136 ,(0.340771),1.898464 ,,(0.109264),,,,,,,,,,,
10.000000 ,43693.000000 ,0.202222 ,0.217016 ,0.428292 ,0.237791 ,0.327403 ,0.270988 ,0.276706 ,0.262354 ,0.358549 ,1.117931 ,0.555209 ,0.286001 ,(0.358549),1.973550 ,,(0.107832),,,,,,,,,,,
10.000000 ,43694.000000 ,0.194026 ,0.205516 ,0.421100 ,0.233111 ,0.344045 ,0.281539 ,0.287033 ,0.274065 ,0.369151 ,1.170330 ,0.553575 ,0.287353 ,(0.369151),2.048990 ,,(0.102800),,,,,,,,,,,
10.000000 ,43695.000000 ,0.205228 ,0.216916 ,0.423715 ,0.229781 ,0.322805 ,0.265902 ,0.271953 ,0.258295 ,0.347388 ,1.064608 ,0.542300 ,0.296764 ,(0.347388),1.953358 ,,(0.110151),,,,,,,,,,,
10.000000 ,43696.000000 ,0.204743 ,0.224478 ,0.420800 ,0.245366 ,0.304244 ,0.250469 ,0.257128 ,0.243794 ,0.345391 ,1.055257 ,0.583093 ,0.263349 ,(0.345391),1.874571 ,,(0.105647),,,,,,,,,,,
10.000000 ,43697.000000 ,0.220946 ,0.241930 ,0.431187 ,0.250989 ,0.281164 ,0.235180 ,0.241991 ,0.227166 ,0.322389 ,0.951548 ,0.582090 ,0.264151 ,(0.322389),1.782275 ,,(0.109425),,,,,,,,,,,
10.000000 ,43698.000000 ,0.214653 ,0.233855 ,0.427131 ,0.249392 ,0.292405 ,0.243006 ,0.249713 ,0.235419 ,0.331073 ,0.989864 ,0.583877 ,0.262724 ,(0.331073),1.826477 ,,(0.105718),,,,,,,,,,,
10.000000 ,43699.000000 ,0.207812 ,0.228120 ,0.415152 ,0.255786 ,0.290751 ,0.238240 ,0.245390 ,0.232838 ,0.332829 ,0.997730 ,0.616125 ,0.237528 ,(0.332829),1.819885 ,,(0.095611),,,,,,,,,,,
10.000000 ,43700.000000 ,0.197131 ,0.212267 ,0.413544 ,0.250421 ,0.321625 ,0.261672 ,0.268175 ,0.256138 ,0.354383 ,1.097814 ,0.605549 ,0.245680 ,(0.354383),1.948221 ,,(0.090029),,,,,,,,,,,
10.000000 ,43701.000000 ,0.192287 ,0.208452 ,0.395177 ,0.254885 ,0.309338 ,0.246280 ,0.253788 ,0.244524 ,0.345366 ,1.055144 ,0.644990 ,0.215813 ,(0.345366),1.895773 ,,(0.079127),,,,,,,,,,,
10.000000 ,43702.000000 ,0.181549 ,0.196498 ,0.391495 ,0.250228 ,0.331633 ,0.261659 ,0.268841 ,0.260695 ,0.366370 ,1.156418 ,0.639158 ,0.220138 ,(0.366370),1.992367 ,,(0.077288),,,,,,,,,,,
10.000000 ,43703.000000 ,0.171997 ,0.183317 ,0.387554 ,0.246155 ,0.357764 ,0.279392 ,0.286081 ,0.279444 ,0.385233 ,1.253267 ,0.635150 ,0.223130 ,(0.385233),2.114120 ,,(0.071007),,,,,,,,,,,
10.000000 ,43704.000000 ,0.165892 ,0.176445 ,0.388555 ,0.245553 ,0.375416 ,0.292643 ,0.298747 ,0.292566 ,0.401595 ,1.342221 ,0.631964 ,0.225517 ,(0.401595),2.202133 ,,(0.068904),,,,,,,,,,,
10.000000 ,43705.000000 ,0.157449 ,0.165060 ,0.383501 ,0.239555 ,0.398208 ,0.306861 ,0.312488 ,0.308289 ,0.417881 ,1.435721 ,0.624652 ,0.231033 ,(0.417881),2.323409 ,,(0.064742),,,,,,,,,,,
10.000000 ,43706.000000 ,0.154372 ,0.165313 ,0.366276 ,0.244219 ,0.378041 ,0.284968 ,0.292213 ,0.290581 ,0.407001 ,1.372684 ,0.666764 ,0.199930 ,(0.407001),2.215647 ,,(0.057646),,,,,,,,,,,
10.000000 ,43707.000000 ,0.145768 ,0.154943 ,0.363086 ,0.240483 ,0.401799 ,0.299928 ,0.306686 ,0.306983 ,0.427073 ,1.490847 ,0.662331 ,0.203129 ,(0.427073),2.343358 ,,(0.053752),,,,,,,,,,,
10.000000 ,43708.000000 ,0.144552 ,0.154074 ,0.348864 ,0.239496 ,0.387304 ,0.283349 ,0.291329 ,0.293828 ,0.414078 ,1.413425 ,0.686503 ,0.185886 ,(0.414078),2.264263 ,,(0.048321),,,,,,,,,,,
10.000000 ,43709.000000 ,0.180478 ,0.191683 ,0.373996 ,0.244551 ,0.322289 ,0.248512 ,0.256614 ,0.251230 ,0.349012 ,1.072255 ,0.653888 ,0.209272 ,(0.349012),1.951112 ,,(0.069040),,,,,,,,,,,
10.000000 ,43710.000000 ,0.173556 ,0.184439 ,0.369019 ,0.241520 ,0.333502 ,0.254708 ,0.262819 ,0.258711 ,0.360250 ,1.126223 ,0.654494 ,0.208829 ,(0.360250),2.000757 ,,(0.067213),,,,,,,,,,,
10.000000 ,43711.000000 ,0.231263 ,0.251807 ,0.410529 ,0.245903 ,0.239639 ,0.196938 ,0.204831 ,0.193013 ,0.279322 ,0.775163 ,0.598989 ,0.250790 ,(0.279322),1.630329 ,,(0.108143),,,,,,,,,,,
10.000000 ,43712.000000 ,0.219064 ,0.234687 ,0.399645 ,0.241799 ,0.260050 ,0.210096 ,0.218135 ,0.207669 ,0.291867 ,0.824329 ,0.605036 ,0.246078 ,(0.291867),1.702886 ,,(0.098639),,,,,,,,,,,
10.000000 ,43713.000000 ,0.222653 ,0.241240 ,0.401515 ,0.240471 ,0.249355 ,0.202316 ,0.210379 ,0.199655 ,0.286561 ,0.803324 ,0.598911 ,0.250851 ,(0.286561),1.664376 ,,(0.105421),,,,,,,,,,,
10.000000 ,43714.000000 ,0.207905 ,0.226531 ,0.394666 ,0.234512 ,0.270664 ,0.216855 ,0.224941 ,0.215228 ,0.309942 ,0.898306 ,0.594203 ,0.254545 ,(0.309942),1.742219 ,,(0.105242),,,,,,,,,,,
10.000000 ,43715.000000 ,0.229514 ,0.249539 ,0.406233 ,0.234997 ,0.238946 ,0.195367 ,0.203363 ,0.192081 ,0.277971 ,0.769971 ,0.578478 ,0.267043 ,(0.277971),1.627936 ,,(0.115753),,,,,,,,,,,
10.000000 ,43716.000000 ,0.219286 ,0.241797 ,0.392262 ,0.239093 ,0.237304 ,0.190696 ,0.199017 ,0.189488 ,0.282849 ,0.788814 ,0.609525 ,0.242603 ,(0.282849),1.622276 ,,(0.107697),,,,,,,,,,,
10.000000 ,43717.000000 ,0.207958 ,0.230733 ,0.383070 ,0.234889 ,0.248186 ,0.196633 ,0.205159 ,0.196869 ,0.296283 ,0.842053 ,0.613176 ,0.239790 ,(0.296283),1.660234 ,,(0.106140),,,,,,,,,,,
10.000000 ,43718.000000 ,0.210931 ,0.234726 ,0.389747 ,0.235892 ,0.248243 ,0.198430 ,0.206791 ,0.197611 ,0.297690 ,0.847744 ,0.605243 ,0.245917 ,(0.297690),1.660433 ,,(0.109829),,,,,,,,,,,
10.000000 ,43719.000000 ,0.230555 ,0.253462 ,0.400097 ,0.233280 ,0.224363 ,0.182526 ,0.190673 ,0.180239 ,0.268835 ,0.735361 ,0.583059 ,0.263377 ,(0.268835),1.578527 ,,(0.119045),,,,,,,,,,,
10.000000 ,43720.000000 ,0.220954 ,0.241698 ,0.397286 ,0.231672 ,0.243494 ,0.196712 ,0.204904 ,0.194733 ,0.285216 ,0.798046 ,0.583135 ,0.263316 ,(0.285216),1.643732 ,,(0.114752),,,,,,,,,,,
10.000000 ,43721.000000 ,0.214020 ,0.234815 ,0.385891 ,0.234488 ,0.243395 ,0.193743 ,0.202207 ,0.193513 ,0.286495 ,0.803064 ,0.607652 ,0.244050 ,(0.286495),1.643387 ,,(0.106188),,,,,,,,,,,
10.000000 ,43722.000000 ,0.206325 ,0.230464 ,0.385816 ,0.235370 ,0.252080 ,0.200306 ,0.208754 ,0.200124 ,0.303122 ,0.869944 ,0.610057 ,0.242192 ,(0.303122),1.674083 ,,(0.108334),,,,,,,,,,,
10.000000 ,43723.000000 ,0.194020 ,0.218327 ,0.378034 ,0.232984 ,0.267802 ,0.209918 ,0.218505 ,0.211152 ,0.321673 ,0.948432 ,0.616305 ,0.237390 ,(0.321673),1.731503 ,,(0.105264),,,,,,,,,,,
10.000000 ,43724.000000 ,0.188929 ,0.213358 ,0.364084 ,0.236196 ,0.261025 ,0.200847 ,0.209840 ,0.204391 ,0.316730 ,0.927098 ,0.648740 ,0.213047 ,(0.316730),1.706451 ,,(0.095458),,,,,,,,,,,
10.000000 ,43725.000000 ,0.246851 ,0.271192 ,0.402796 ,0.234266 ,0.195261 ,0.160207 ,0.168150 ,0.157801 ,0.240047 ,0.631740 ,0.581600 ,0.264542 ,(0.240047),1.485279 ,,(0.123999),,,,,,,,,,,
10.000000 ,43726.000000 ,0.236435 ,0.263216 ,0.386982 ,0.236343 ,0.190352 ,0.153275 ,0.161406 ,0.152761 ,0.241486 ,0.636736 ,0.610734 ,0.241670 ,(0.241486),1.470208 ,,(0.117082),,,,,,,,,,,
10.000000 ,43727.000000 ,0.227407 ,0.254382 ,0.382555 ,0.237126 ,0.201235 ,0.160774 ,0.169104 ,0.160833 ,0.254358 ,0.682251 ,0.619847 ,0.234685 ,(0.254358),1.503865 ,,(0.113201),,,,,,,,,,,
10.000000 ,43728.000000 ,0.217719 ,0.244379 ,0.376379 ,0.235430 ,0.212644 ,0.168120 ,0.176667 ,0.169067 ,0.267061 ,0.728741 ,0.625513 ,0.230381 ,(0.267061),1.540146 ,,(0.110165),,,,,,,,,,,
10.000000 ,43729.000000 ,0.209903 ,0.237729 ,0.375233 ,0.234612 ,0.224327 ,0.176669 ,0.185322 ,0.177892 ,0.282549 ,0.787648 ,0.625244 ,0.230585 ,(0.282549),1.578407 ,,(0.110632),,,,,,,,,,,
10.000000 ,43730.000000 ,0.195766 ,0.226798 ,0.371903 ,0.233429 ,0.242366 ,0.189311 ,0.198104 ,0.191254 ,0.310280 ,0.899729 ,0.627662 ,0.228757 ,(0.310280),1.639797 ,,(0.112385),,,,,,,,,,,
10.000000 ,43731.000000 ,0.189906 ,0.223906 ,0.359482 ,0.239871 ,0.232394 ,0.178685 ,0.187711 ,0.182375 ,0.308664 ,0.892951 ,0.667269 ,0.199567 ,(0.308664),1.605502 ,,(0.104232),,,,,,,,,,,
10.000000 ,43732.000000 ,0.179519 ,0.211741 ,0.354560 ,0.238148 ,0.252197 ,0.191680 ,0.200909 ,0.196640 ,0.327744 ,0.975057 ,0.671670 ,0.196408 ,(0.327744),1.674502 ,,(0.099439),,,,,,,,,,,
10.000000 ,43733.000000 ,0.171342 ,0.203043 ,0.347385 ,0.234507 ,0.262237 ,0.196686 ,0.206120 ,0.203177 ,0.339374 ,1.027432 ,0.675063 ,0.193985 ,(0.339374),1.710898 ,,(0.097673),,,,,,,,,,,
10.000000 ,43734.000000 ,0.167665 ,0.200119 ,0.344683 ,0.235493 ,0.265352 ,0.198036 ,0.207548 ,0.205113 ,0.345502 ,1.055778 ,0.683215 ,0.188202 ,(0.345502),1.722391 ,,(0.096055),,,,,,,,,,,
10.000000 ,43735.000000 ,0.162301 ,0.195521 ,0.341272 ,0.232822 ,0.271522 ,0.201255 ,0.210868 ,0.209174 ,0.355402 ,1.102707 ,0.682217 ,0.188907 ,(0.355402),1.745448 ,,(0.097524),,,,,,,,,,,
10.000000 ,43736.000000 ,0.161309 ,0.195122 ,0.335539 ,0.241096 ,0.264607 ,0.194609 ,0.204359 ,0.203307 ,0.350671 ,1.080104 ,0.718533 ,0.163784 ,(0.350671),1.719633 ,,(0.087550),,,,,,,,,,,
10.000000 ,43737.000000 ,0.156264 ,0.189480 ,0.328611 ,0.238515 ,0.268546 ,0.195041 ,0.204989 ,0.205181 ,0.355446 ,1.102922 ,0.725826 ,0.158865 ,(0.355446),1.734281 ,,(0.085051),,,,,,,,,,,
10.000000 ,43738.000000 ,0.210234 ,0.253539 ,0.368346 ,0.245340 ,0.184610 ,0.145189 ,0.153500 ,0.146833 ,0.273277 ,0.752079 ,0.666059 ,0.200437 ,(0.273277),1.452815 ,,(0.118300),,,,,,,,,,,
10.000000 ,43739.000000 ,0.218083 ,0.258917 ,0.372677 ,0.243543 ,0.180115 ,0.142622 ,0.150795 ,0.143709 ,0.261685 ,0.708872 ,0.653498 ,0.209557 ,(0.261685),1.439366 ,,(0.119520),,,,,,,,,,,
10.000000 ,43740.000000 ,0.226177 ,0.264225 ,0.376960 ,0.255722 ,0.175823 ,0.140141 ,0.148181 ,0.140710 ,0.249998 ,0.666659 ,0.678381 ,0.191624 ,(0.249998),1.426663 ,,(0.107455),,,,,,,,,,,
10.000000 ,43741.000000 ,0.220353 ,0.257295 ,0.366006 ,0.251601 ,0.174412 ,0.137018 ,0.145167 ,0.138786 ,0.248403 ,0.661002 ,0.687423 ,0.185239 ,(0.248403),1.422514 ,,(0.104470),,,,,,,,,,,
10.000000 ,43742.000000 ,0.207013 ,0.246252 ,0.360850 ,0.248620 ,0.188761 ,0.146780 ,0.155267 ,0.149390 ,0.270904 ,0.743125 ,0.688983 ,0.184145 ,(0.270904),1.465366 ,,(0.106277),,,,,,,,,,,
10.000000 ,43743.000000 ,0.195081 ,0.236063 ,0.355632 ,0.244295 ,0.202078 ,0.155511 ,0.164288 ,0.159065 ,0.291532 ,0.822994 ,0.686934 ,0.185583 ,(0.291532),1.506511 ,,(0.109005),,,,,,,,,,,
10.000000 ,43744.000000 ,0.184578 ,0.224803 ,0.351188 ,0.240179 ,0.219422 ,0.167112 ,0.176189 ,0.171721 ,0.310975 ,0.902651 ,0.683905 ,0.187715 ,(0.310975),1.562203 ,,(0.108660),,,,,,,,,,,
10.000000 ,43745.000000 ,0.178857 ,0.218976 ,0.349076 ,0.239592 ,0.229028 ,0.173501 ,0.182715 ,0.178696 ,0.322426 ,0.951705 ,0.686361 ,0.185986 ,(0.322426),1.594127 ,,(0.107430),,,,,,,,,,,
10.000000 ,43746.000000 ,0.178818 ,0.216559 ,0.340476 ,0.239754 ,0.222459 ,0.166536 ,0.175846 ,0.172819 ,0.311304 ,0.904039 ,0.704172 ,0.173590 ,(0.311304),1.572210 ,,(0.099915),,,,,,,,,,,
10.000000 ,43747.000000 ,0.183503 ,0.221107 ,0.344076 ,0.239023 ,0.217573 ,0.163981 ,0.173165 ,0.169569 ,0.304357 ,0.875040 ,0.694681 ,0.180163 ,(0.304357),1.556148 ,,(0.102688),,,,,,,,,,,
10.000000 ,43748.000000 ,0.178070 ,0.217512 ,0.343031 ,0.238787 ,0.223924 ,0.168251 ,0.177530 ,0.174201 ,0.316562 ,0.926381 ,0.696110 ,0.179169 ,(0.316562),1.577068 ,,(0.104458),,,,,,,,,,,
10.000000 ,43749.000000 ,0.184673 ,0.222363 ,0.347070 ,0.240726 ,0.219002 ,0.165768 ,0.174915 ,0.170964 ,0.305406 ,0.879379 ,0.693596 ,0.180919 ,(0.305406),1.560825 ,,(0.102641),,,,,,,,,,,
10.000000 ,43750.000000 ,0.183633 ,0.221552 ,0.349401 ,0.240522 ,0.223923 ,0.169911 ,0.179068 ,0.174908 ,0.310989 ,0.902712 ,0.688385 ,0.184564 ,(0.310989),1.577063 ,,(0.104050),,,,,,,,,,,
10.000000 ,43751.000000 ,0.180626 ,0.217797 ,0.338971 ,0.243608 ,0.217639 ,0.162722 ,0.171998 ,0.169057 ,0.304747 ,0.876651 ,0.718670 ,0.163691 ,(0.304747),1.556366 ,,(0.094881),,,,,,,,,,,
10.000000 ,43752.000000 ,0.175728 ,0.213835 ,0.337932 ,0.241618 ,0.224908 ,0.167596 ,0.176984 ,0.174351 ,0.315782 ,0.923044 ,0.714989 ,0.166188 ,(0.315782),1.580340 ,,(0.097077),,,,,,,,,,,
10.000000 ,43753.000000 ,0.172036 ,0.211225 ,0.337662 ,0.241180 ,0.230352 ,0.171361 ,0.180816 ,0.178360 ,0.324950 ,0.962744 ,0.714265 ,0.166681 ,(0.324950),1.598591 ,,(0.098545),,,,,,,,,,,
10.000000 ,43754.000000 ,0.174577 ,0.212782 ,0.340782 ,0.243124 ,0.231229 ,0.172837 ,0.182239 ,0.179382 ,0.322502 ,0.952040 ,0.713431 ,0.167248 ,(0.322502),1.601556 ,,(0.096890),,,,,,,,,,,
10.000000 ,43755.000000 ,0.172326 ,0.212184 ,0.345211 ,0.245230 ,0.238659 ,0.179335 ,0.188710 ,0.185431 ,0.334054 ,1.003245 ,0.710376 ,0.169333 ,(0.334054),1.626943 ,,(0.099056),,,,,,,,,,,
10.000000 ,43756.000000 ,0.237223 ,0.281299 ,0.387636 ,0.247329 ,0.158964 ,0.128877 ,0.136453 ,0.128281 ,0.240715 ,0.634058 ,0.638043 ,0.220969 ,(0.240715),1.378020 ,,(0.128208),,,,,,,,,,,
10.000000 ,43757.000000 ,0.228380 ,0.274321 ,0.386768 ,0.244859 ,0.170093 ,0.137456 ,0.145269 ,0.136948 ,0.257479 ,0.693525 ,0.633091 ,0.224671 ,(0.257479),1.409909 ,,(0.131440),,,,,,,,,,,
10.000000 ,43758.000000 ,0.219801 ,0.268381 ,0.384091 ,0.244189 ,0.177340 ,0.142625 ,0.150601 ,0.142416 ,0.272051 ,0.747444 ,0.635760 ,0.222674 ,(0.272051),1.431137 ,,(0.133393),,,,,,,,,,,
10.000000 ,43759.000000 ,0.221974 ,0.269820 ,0.387672 ,0.246805 ,0.179244 ,0.144764 ,0.152725 ,0.144162 ,0.271793 ,0.746473 ,0.636633 ,0.222021 ,(0.271793),1.436778 ,,(0.131629),,,,,,,,,,,
10.000000 ,43760.000000 ,0.276560 ,0.316962 ,0.431560 ,0.259457 ,0.153099 ,0.130684 ,0.137680 ,0.126137 ,0.218890 ,0.560459 ,0.601206 ,0.249058 ,(0.218890),1.361551 ,,(0.134004),,,,,,,,,,,
10.000000 ,43761.000000 ,0.265593 ,0.302804 ,0.411825 ,0.258014 ,0.152556 ,0.127447 ,0.134634 ,0.124648 ,0.215866 ,0.550585 ,0.626514 ,0.229623 ,(0.215866),1.360037 ,,(0.123332),,,,,,,,,,,
10.000000 ,43762.000000 ,0.254771 ,0.291001 ,0.403348 ,0.256625 ,0.161802 ,0.133635 ,0.141098 ,0.131500 ,0.225760 ,0.583178 ,0.636237 ,0.222316 ,(0.225760),1.386072 ,,(0.118805),,,,,,,,,,,
10.000000 ,43763.000000 ,0.243725 ,0.278563 ,0.387253 ,0.255559 ,0.163244 ,0.132175 ,0.139847 ,0.131616 ,0.227470 ,0.588897 ,0.659927 ,0.204872 ,(0.227470),1.390183 ,,(0.110299),,,,,,,,,,,
10.000000 ,43764.000000 ,0.234708 ,0.270803 ,0.383798 ,0.254772 ,0.172618 ,0.138903 ,0.146798 ,0.138713 ,0.241048 ,0.635214 ,0.663818 ,0.202054 ,(0.241048),1.417263 ,,(0.109854),,,,,,,,,,,
10.000000 ,43765.000000 ,0.223858 ,0.260241 ,0.379264 ,0.251772 ,0.186118 ,0.148494 ,0.156678 ,0.148872 ,0.257669 ,0.694217 ,0.663844 ,0.202036 ,(0.257669),1.457360 ,,(0.109579),,,,,,,,,,,
10.000000 ,43766.000000 ,0.215748 ,0.251362 ,0.369311 ,0.249487 ,0.190033 ,0.149485 ,0.157872 ,0.151086 ,0.262475 ,0.711773 ,0.675546 ,0.193641 ,(0.262475),1.469238 ,,(0.105431),,,,,,,,,,,
10.000000 ,43767.000000 ,0.207173 ,0.245162 ,0.366338 ,0.247403 ,0.198162 ,0.154978 ,0.163530 ,0.157066 ,0.277528 ,0.768273 ,0.675340 ,0.193787 ,(0.277528),1.494270 ,,(0.108076),,,,,,,,,,,
10.000000 ,43768.000000 ,0.200293 ,0.242922 ,0.367685 ,0.248857 ,0.204326 ,0.159895 ,0.168507 ,0.161902 ,0.294716 ,0.835738 ,0.676820 ,0.192734 ,(0.294716),1.513593 ,,(0.112647),,,,,,,,,,,
10.000000 ,43769.000000 ,0.192184 ,0.237723 ,0.362754 ,0.247850 ,0.208220 ,0.161682 ,0.170424 ,0.164412 ,0.307368 ,0.887534 ,0.683244 ,0.188182 ,(0.307368),1.525955 ,,(0.114626),,,,,,,,,,,
10.000000 ,43770.000000 ,0.186901 ,0.233710 ,0.362130 ,0.248937 ,0.215528 ,0.166950 ,0.175783 ,0.169904 ,0.319162 ,0.937557 ,0.687425 ,0.185238 ,(0.319162),1.549485 ,,(0.114573),,,,,,,,,,,
10.000000 ,43771.000000 ,0.177835 ,0.225136 ,0.348233 ,0.247521 ,0.214690 ,0.162950 ,0.172024 ,0.167851 ,0.323908 ,0.958178 ,0.710791 ,0.169050 ,(0.323908),1.546765 ,,(0.109886),,,,,,,,,,,
10.000000 ,43772.000000 ,0.175071 ,0.222208 ,0.345927 ,0.247120 ,0.217763 ,0.164587 ,0.173740 ,0.169912 ,0.327940 ,0.975924 ,0.714371 ,0.166608 ,(0.327940),1.556770 ,,(0.108779),,,,,,,,,,,
10.000000 ,43773.000000 ,0.166530 ,0.213310 ,0.333730 ,0.244429 ,0.220131 ,0.163112 ,0.172515 ,0.170316 ,0.334226 ,1.004021 ,0.732416 ,0.154457 ,(0.334226),1.564533 ,,(0.104678),,,,,,,,,,,
10.000000 ,43774.000000 ,0.161250 ,0.206921 ,0.324596 ,0.242131 ,0.221394 ,0.161534 ,0.171119 ,0.170169 ,0.336211 ,1.013006 ,0.745945 ,0.145511 ,(0.336211),1.568694 ,,(0.100556),,,,,,,,,,,
10.000000 ,43775.000000 ,0.201280 ,0.241613 ,0.348727 ,0.251903 ,0.181444 ,0.138849 ,0.147358 ,0.142754 ,0.268083 ,0.732548 ,0.722351 ,0.161203 ,(0.268083),1.443328 ,,(0.098671),,,,,,,,,,,
10.000000 ,43776.000000 ,0.270594 ,0.317143 ,0.395033 ,0.256219 ,0.109369 ,0.090310 ,0.096384 ,0.089305 ,0.186951 ,0.459876 ,0.648602 ,0.213149 ,(0.186951),1.245598 ,,(0.129355),,,,,,,,,,,
10.000000 ,43777.000000 ,0.324694 ,0.386949 ,0.438013 ,0.269176 ,0.061899 ,0.053940 ,0.057810 ,0.051844 ,0.148575 ,0.349002 ,0.614538 ,0.238744 ,(0.148575),1.131966 ,,(0.153555),,,,,,,,,,,
10.000000 ,43778.000000 ,0.310528 ,0.368227 ,0.420730 ,0.256683 ,0.066547 ,0.056958 ,0.061099 ,0.055327 ,0.150703 ,0.354889 ,0.610088 ,0.242168 ,(0.150703),1.142583 ,,(0.153172),,,,,,,,,,,
10.000000 ,43779.000000 ,0.290430 ,0.341977 ,0.400559 ,0.244942 ,0.078895 ,0.065933 ,0.070721 ,0.064909 ,0.159380 ,0.379196 ,0.611500 ,0.241080 ,(0.159380),1.171305 ,,(0.148866),,,,,,,,,,,
10.000000 ,43780.000000 ,0.336985 ,0.387704 ,0.438301 ,0.247173 ,0.061256 ,0.053400 ,0.057237 ,0.051316 ,0.130682 ,0.300655 ,0.563934 ,0.278826 ,(0.130682),1.130505 ,,(0.163699),,,,,,,,,,,
