name,date,Green,Red,NIR,SWIR
1,2014/9/20,0.219804746,0.246358816,0.401181871,0.254886696
1,2014/9/21,0.212108894,0.235950347,0.395231421,0.253972867
1,2014/9/22,0.206286055,0.231037679,0.388926331,0.2546882
1,2014/9/23,0.202509435,0.2301649,0.393094893,0.260961924
1,2014/9/24,0.22052969,0.248010964,0.401918017,0.262868164
1,2014/9/25,0.213629502,0.239718011,0.39120696,0.262442684
1,2014/9/26,0.206599789,0.233466985,0.38341538,0.262388891
1,2014/9/27,0.199396214,0.22647679,0.374061993,0.260648468
1,2014/9/28,0.197397743,0.226682839,0.373443388,0.262302847
1,2014/9/29,0.226161878,0.25098523,0.390489164,0.260379083
1,2014/9/30,0.219071019,0.245307983,0.385462161,0.262532978
1,2014/10/1,0.218025659,0.245040606,0.379581732,0.258604065
1,2014/10/2,0.216719203,0.244763642,0.375978585,0.257738379
1,2014/10/3,0.20688838,0.237651992,0.370319794,0.257600458
1,2014/10/4,0.197858045,0.230793278,0.365612122,0.257745819
1,2014/10/5,0.192374378,0.22806136,0.360944992,0.259120429
1,2014/10/6,0.184775954,0.223238822,0.355286111,0.259753194
1,2014/10/7,0.180827328,0.223522693,0.355798184,0.264527133
1,2014/10/8,0.19235142,0.230497559,0.357573445,0.261557287
1,2014/10/9,0.249217106,0.276649036,0.40320937,0.25902761
1,2014/10/10,0.260834206,0.285795549,0.40246616,0.260897511
1,2014/10/11,0.248349155,0.274505051,0.390325465,0.257654723
1,2014/10/12,0.237701324,0.265166121,0.381112055,0.256383181
1,2014/10/13,0.229815516,0.254975306,0.37127612,0.256382675
1,2014/10/14,0.221991757,0.247702084,0.363693161,0.259026033
1,2014/10/15,0.212519344,0.239381938,0.354766626,0.25945943
1,2014/10/16,0.205080154,0.234368925,0.346466162,0.261083629
1,2014/10/17,0.195415027,0.22660272,0.333306265,0.258442352
1,2014/10/18,0.191603751,0.225139944,0.331437672,0.262766452
1,2014/10/19,0.184068237,0.218375332,0.320972128,0.26142585
1,2014/10/20,0.180325258,0.215746177,0.31701169,0.262285934
1,2014/10/21,0.174342317,0.211623842,0.307710701,0.262781116
1,2014/10/22,0.169483398,0.208170426,0.301169383,0.26179371
1,2014/10/23,0.16663227,0.207792941,0.299262596,0.264082447
1,2014/10/24,0.165813031,0.20648777,0.295267187,0.262187105
1,2014/10/25,0.166023398,0.204751293,0.290591555,0.253820617
1,2014/10/26,0.156838959,0.195266681,0.277497702,0.248286978
1,2014/10/27,0.215512833,0.257293723,0.325211024,0.276023299
1,2014/10/28,0.260859689,0.289036762,0.35032933,0.267295861
1,2014/10/29,0.244652293,0.274856592,0.332483891,0.259592142
1,2014/10/30,0.229141257,0.261636315,0.314855683,0.252264668
1,2014/10/31,0.217093205,0.24932866,0.301680043,0.246552559
1,2014/11/1,0.208202075,0.242971513,0.295584656,0.246180874
1,2014/11/2,0.194377605,0.23192018,0.282139257,0.241807149
1,2014/11/3,0.187700466,0.227984574,0.278639512,0.24412451
1,2014/11/4,0.176738857,0.219321217,0.266741023,0.236057783
1,2014/11/5,0.179976377,0.221507281,0.273209454,0.238002625
1,2014/11/6,0.171825013,0.214911362,0.263374822,0.235390164
1,2014/11/7,0.170279296,0.210739478,0.25734799,0.232288555
1,2014/11/8,0.174402601,0.212252414,0.25757912,0.231819845
1,2014/11/9,0.225472765,0.256272436,0.29429977,0.244797172
1,2014/11/10,0.256320738,0.288282927,0.316241472,0.246596253
1,2014/11/11,0.23662755,0.265389637,0.296491228,0.238614981
1,2014/11/12,0.221667204,0.250626514,0.282445541,0.230497123
1,2014/11/13,0.257003513,0.287297187,0.317168732,0.230828096
1,2014/11/14,0.258834795,0.286884383,0.317028901,0.227655263
1,2014/11/15,0.246560411,0.274159104,0.305146148,0.225995253
1,2014/11/16,0.230550219,0.262767382,0.291387131,0.221663719
1,2014/11/17,0.223724113,0.258105555,0.285672864,0.219005583
1,2014/11/18,0.208427315,0.247251987,0.273269869,0.215604983
1,2014/11/19,0.201331157,0.241459991,0.269252441,0.217711191
1,2014/11/20,0.190634516,0.230208488,0.258964575,0.215427828
1,2014/11/21,0.184312997,0.223220048,0.251580291,0.214021484
1,2014/11/22,0.175571508,0.215027179,0.241437113,0.212326601
1,2014/11/23,0.166976914,0.206074478,0.233917716,0.210626776
1,2014/11/24,0.159652232,0.200910047,0.227563182,0.21021884
1,2014/11/25,0.19623838,0.227777624,0.254727967,0.225564898
1,2014/11/26,0.204024115,0.237066095,0.261730669,0.224582846
1,2014/11/27,0.196491333,0.227977312,0.251907638,0.221838475
1,2014/11/28,0.189433096,0.221154931,0.246308511,0.217763864
1,2014/11/29,0.207528579,0.233449156,0.259973766,0.213910382
1,2014/11/30,0.202470585,0.228821687,0.255827976,0.211081955
1,2014/12/1,0.201604533,0.227418869,0.252986996,0.208432402
1,2014/12/2,0.192106232,0.219040858,0.243668113,0.205206547
1,2014/12/3,0.191076454,0.215879647,0.239186866,0.202123742
1,2014/12/4,0.197377279,0.224392043,0.24262711,0.202421827
1,2014/12/5,0.230027684,0.259221963,0.267195433,0.20633459
1,2014/12/6,0.221090959,0.247835049,0.258988441,0.204492378
1,2014/12/7,0.215201014,0.242450901,0.258096487,0.205909364
1,2014/12/8,0.257843186,0.283453051,0.29204796,0.2075756
1,2014/12/9,0.292011741,0.326920971,0.326254835,0.203710819
1,2014/12/10,0.331760085,0.380174538,0.367011468,0.207080555
1,2014/12/11,0.364146461,0.417428548,0.398267525,0.201725118
1,2014/12/12,0.392701099,0.446848701,0.427415851,0.195469269
1,2014/12/13,0.41486086,0.472234531,0.446401752,0.194366964
1,2014/12/14,0.461321705,0.525885309,0.494408932,0.190893284
1,2014/12/15,0.482758367,0.547549597,0.510156206,0.183850804
1,2014/12/16,0.503726647,0.571982445,0.529000335,0.183029382
1,2014/12/17,0.52476913,0.591937257,0.547400287,0.17664502
1,2014/12/18,0.544383913,0.608385816,0.567422636,0.19694604
1,2014/12/19,0.559751671,0.620929064,0.578785904,0.18965756
1,2014/12/20,0.57213955,0.632008703,0.589553125,0.182799139
1,2014/12/21,0.579094674,0.63602858,0.596220109,0.178728668
1,2014/12/22,0.590130511,0.643087822,0.601428819,0.171689078
1,2014/12/23,0.613918194,0.662966213,0.620061389,0.163988603
1,2014/12/24,0.621356481,0.667961943,0.624644685,0.159169267
1,2014/12/25,0.627284501,0.673430612,0.630151939,0.156534635
1,2014/12/26,0.634057433,0.680205646,0.635837083,0.151471528
1,2014/12/27,0.636592288,0.679965984,0.63635433,0.147582396
1,2014/12/28,0.641254372,0.683373666,0.639689008,0.144923468
1,2014/12/29,0.640077766,0.680770041,0.637440218,0.142133907
1,2014/12/30,0.6488573,0.687835132,0.646600728,0.13484902
1,2014/12/31,0.649339119,0.685522194,0.645912202,0.134322571
1,2015/1/1,0.653966896,0.687920659,0.650154774,0.141354535
1,2015/1/2,0.653113857,0.685842894,0.645957397,0.1382264
1,2015/1/3,0.660422203,0.691908143,0.651791454,0.148122661
1,2015/1/4,0.662783748,0.692841377,0.654066621,0.144000461
1,2015/1/5,0.654909669,0.681790604,0.646290856,0.14692647
1,2015/1/6,0.668141255,0.698355801,0.660128355,0.155536698
1,2015/1/7,0.676851194,0.705814485,0.665408481,0.159454838
1,2015/1/8,0.683076381,0.715065951,0.671945604,0.153012659
1,2015/1/9,0.68169273,0.711758239,0.670628119,0.149238401
1,2015/1/10,0.688765597,0.720318446,0.681005326,0.156274932
1,2015/1/11,0.685128191,0.715428484,0.67749567,0.153810457
1,2015/1/12,0.688973158,0.71596362,0.679121343,0.157560711
1,2015/1/13,0.68848222,0.713956058,0.679562048,0.160012316
1,2015/1/14,0.686019731,0.711454998,0.674846346,0.154993012
1,2015/1/15,0.692943155,0.71646586,0.682549299,0.175219407
1,2015/1/16,0.70258905,0.721883306,0.691020089,0.186066653
1,2015/1/17,0.710018793,0.728519217,0.69855182,0.183513264
1,2015/1/18,0.712246026,0.728263456,0.699375291,0.179794592
1,2015/1/19,0.715640149,0.732540629,0.704880989,0.176884835
1,2015/1/20,0.718876244,0.733105875,0.70536138,0.193446989
1,2015/1/21,0.716588764,0.73033083,0.703254071,0.195990409
1,2015/1/22,0.714697526,0.73044178,0.702754263,0.190447755
1,2015/1/23,0.712149036,0.728515059,0.70006534,0.184060446
1,2015/1/24,0.737680606,0.744664814,0.730072821,0.179728449
1,2015/1/25,0.744027209,0.749480806,0.736069119,0.186425301
1,2015/1/26,0.745182912,0.750675055,0.736583594,0.188987412
1,2015/1/27,0.751401311,0.754946734,0.739907511,0.191096604
1,2015/1/28,0.756369465,0.759855074,0.742812534,0.189453651
1,2015/1/29,0.760746325,0.763515601,0.746125917,0.192421178
1,2015/1/30,0.76187301,0.765487783,0.747608795,0.18979431
1,2015/1/31,0.772311421,0.778547706,0.758722991,0.18160024
1,2015/2/1,0.770243498,0.776245756,0.756694584,0.177395163
1,2015/2/2,0.770478532,0.778261539,0.758481096,0.176065659
1,2015/2/3,0.767187946,0.775779072,0.756015124,0.172682557
1,2015/2/4,0.768816783,0.776641541,0.754983212,0.176283384
1,2015/2/5,0.750033667,0.754189246,0.730760655,0.169011682
1,2015/2/6,0.749886782,0.755532099,0.731534853,0.164525258
1,2015/2/7,0.74770472,0.754242245,0.73021031,0.161236266
1,2015/2/8,0.745558797,0.753280413,0.727582946,0.155713071
1,2015/2/9,0.752916399,0.761758752,0.734875487,0.163379729
1,2015/2/10,0.753443003,0.761495348,0.734759398,0.157446232
1,2015/2/11,0.751794658,0.7600648,0.733245232,0.1522103
1,2015/2/12,0.745292858,0.756202681,0.72745112,0.147376769
