name,date,Green,Red,NIR,SWIR,
13,2016/1/14,0.902692994,0.89407988,0.829283201,0.207852402,
13,2016/1/15,0.891406071,0.881838253,0.820379166,0.280679689,
13,2016/1/16,0.88000684,0.872770381,0.816706252,0.150915666,
13,2016/1/17,0.646238371,0.628617932,0.566836783,0.175992115,
13,2016/1/18,0.915102995,0.918223089,0.855995304,0.258506829,
13,2016/1/19,0.77056299,0.746500266,0.672683494,0.14389426,
13,2016/1/20,1.083452231,1.088585731,1.043425231,0.394500369,
13,2016/1/21,0.891181456,0.891019473,0.832510913,0.18364703,
13,2016/1/22,0.991696844,1.007881672,0.944924349,0.163374701,
13,2016/1/23,0.909094533,0.909835308,0.851265036,0.230421206,
13,2016/1/24,0.901906841,0.902694358,0.843585306,0.175912926,
13,2016/1/25,0.85125607,0.84454663,0.790161099,0.214345883,
13,2016/1/26,0.860858378,0.865176039,0.806132711,0.150968458,
13,2016/1/27,1.070335,1.0728925,0.9745525,0.1996575,
13,2016/1/28,0.949356842,0.948317089,0.897732966,0.198217767,
13,2016/1/29,0.926782995,0.932051594,0.881260502,0.373858492,
13,2016/1/30,0.844012223,0.850894141,0.810195177,0.202018829,
13,2016/1/31,0.789430683,0.786682273,0.734176982,0.177338324,
13,2016/2/1,0.781906067,0.786398902,0.732897027,0.295250425,
13,2016/2/2,0.911228379,0.916579537,0.85994647,0.16522244,
13,2016/2/3,0.951996073,0.953134396,0.894060052,0.209911311,
13,2016/2/4,0.916394533,0.918733157,0.855717053,0.171187995,
13,2016/2/5,0.938912226,0.954494576,0.927227581,0.229946074,
13,2016/2/6,0.861981455,0.86721631,0.804351904,0.124149857,
13,2016/2/7,0.910161456,0.929331232,0.874916378,0.18343586,
13,2016/2/8,0.85052607,0.856788257,0.791107153,0.12673669,
13,2016/2/9,0.839519915,0.838539165,0.7775285,0.140568331,
13,2016/2/10,0.788419914,0.774213949,0.716480213,0.195472556,
13,2016/2/11,0.844461454,0.839559301,0.784985629,0.22390133,
13,2016/2/12,1.06083375,1.05536125,0.95357,0.06629625,
13,2016/2/13,0.867596839,0.877644363,0.82650069,0.206822948,
13,2016/2/14,0.911116072,0.926554196,0.873636423,0.166199101,
13,2016/2/15,0.889272225,0.901390852,0.853324094,0.155798974,
13,2016/2/16,0.876019917,0.898387119,0.844865261,0.147484152,
13,2016/2/17,0.840081454,0.85236767,0.797228677,0.241138088,
13,2016/2/18,0.858612224,0.870956807,0.818487059,0.153344122,
13,2016/2/20,0.87051684,0.879004543,0.828170197,0.151971516,
13,2016/2/27,0.820090684,0.833665184,0.779420607,0.117445206,
13,2016/2/28,0.85268625,0.84548125,0.75975,0.04162875,
13,2016/2/29,0.921560687,0.925817432,0.880926601,0.36208576,
13,2016/3/1,0.788532221,0.802494375,0.707520529,0.084291501,
13,2016/3/2,0.643992217,0.64856725,0.587761264,0.186286657,
13,2016/3/3,1.079184539,1.107628262,1.070026034,0.239554313,
13,2016/3/4,0.862992224,0.881611556,0.82661199,0.134655569,
13,2016/3/5,0.880961455,0.889942664,0.815815849,0.120929513,
13,2016/3/6,0.9841775,0.99317,0.8996975,0.067465,
13,2016/3/7,0.908476841,0.921623541,0.850430283,0.118395471,
13,2016/3/8,0.843057608,0.848910544,0.785041279,0.128637221,
13,2016/3/9,0.853670685,0.873450472,0.803127599,0.106939494,
13,2016/3/10,0.845921454,0.865289387,0.803572801,0.14304958,
13,2016/3/11,0.666790679,0.684838737,0.637178656,0.118712227,
13,2016/3/12,0.872762993,0.889999338,0.817707956,0.121140683,
13,2016/3/13,0.663084525,0.671350278,0.617812381,0.145741999,
13,2016/3/14,0.747259143,0.756588273,0.660941298,0.094744421,
13,2016/3/15,0.7265575,0.73192,0.6449375,0.102885,
13,2016/3/16,0.72547145,0.740266104,0.672015691,0.111796406,
13,2016/3/17,0.785106837,0.79501338,0.76712191,0.3794545,
13,2016/3/18,0.438244518,0.448507327,0.40879017,0.147167397,
13,2016/3/19,0.428698363,0.42776457,0.395656719,0.187342507,
13,2016/3/20,0.508549135,0.523543967,0.501280829,0.211996616,
13,2016/3/21,0.092561429,0.122063941,0.165264826,0.166225498,
13,2016/3/22,0.07148,0.0949925,0.1260675,0.1537325,
13,2016/3/23,0.062238351,0.086075824,0.129982589,0.175728152,
13,2016/3/24,0.071784506,0.106875256,0.152242675,0.182432802,
13,2016/3/25,0.091831429,0.122403986,0.169104691,0.195604537,
13,2016/3/26,0.329306053,0.341279743,0.356367667,0.273658283,
13,2016/3/27,0.09958066,0.129318238,0.181403388,0.199801543,
13,2016/3/28,0.089192198,0.11718996,0.168715139,0.192806533,
13,2016/3/29,0.139618354,0.180891759,0.255084274,0.248001117,
13,2016/3/30,0.098064506,0.131925251,0.196651548,0.21062401,
13,2016/3/31,0.1915725,0.22977,0.2982175,0.32921,
13,2016/4/1,0.22171528,0.230141638,0.249964454,0.17390681,
13,2016/4/2,0.68285068,0.688352538,0.677469412,0.354061296,
13,2016/4/3,0.704862988,0.717709773,0.695945284,0.211574275,
13,2016/4/4,0.062462967,0.082278653,0.145564649,0.170765655,
13,2016/4/5,0.138663739,0.169046852,0.295041129,0.255761617,
13,2016/4/6,0.092786045,0.122517334,0.199434058,0.200118298,
13,2016/4/7,0.133465,0.16608,0.21283,0.2643375,
13,2016/4/8,0.102669122,0.131188487,0.217130827,0.210808784,
13,2016/4/9,0.138270662,0.1621326,0.251188759,0.220073872,
13,2016/4/10,0.766407605,0.771776959,0.752597203,0.187500885,
13,2016/4/11,0.104297584,0.12569109,0.248461898,0.210729595,
13,2016/4/12,0.130521431,0.164682939,0.27456185,0.236439554,
13,2016/4/13,0.22317528,0.226457815,0.247627145,0.155614201,
13,2016/4/14,0.1227722,0.154481583,0.290366511,0.224877991,
13,2016/4/15,0.105027584,0.136685884,0.252858266,0.214319487,
13,2016/4/16,0.154805,0.1916,0.24771375,0.296265,
13,2016/4/17,0.111878353,0.139066201,0.277789562,0.223610971,
